t,v1,v2,v3,v4,v1_external,v2_external,v3_external,v4_external
6.809999999999999609e+00,1.852613626523751611e+00,2.528787351593345112e-01,1.527541743663804574e+00,5.114920726701326359e-01,1.327106204691770985e+00,-8.718575601370032180e-02,1.527171400827168624e+00,-4.315486607796590324e-01
6.815000000000000391e+00,1.855081738526440871e+00,2.687760047833583354e-01,1.564443448819946347e+00,4.994426131616523934e-01,1.329574316694460245e+00,-7.128848638967649753e-02,1.564073105983310397e+00,-4.435981202881392749e-01
6.820000000000000284e+00,1.858621532645724495e+00,2.802186623107344454e-01,1.596850666106924832e+00,4.897852765081476822e-01,1.333114110813743869e+00,-5.984582886230038756e-02,1.596480323270288881e+00,-4.532554569416439860e-01
6.825000000000000178e+00,1.862318806976130947e+00,2.982455676670305866e-01,1.634297267380635299e+00,4.810201867317613345e-01,1.336811385144150321e+00,-4.181892350600424635e-02,1.633926924543999348e+00,-4.620205467180303338e-01
6.830000000000000071e+00,1.861821179642032309e+00,3.106814479052205091e-01,1.663949219672437030e+00,4.678002003442540135e-01,1.336313757810051683e+00,-2.938304326781432385e-02,1.663578876835801079e+00,-4.752405331055376547e-01
6.834999999999999964e+00,1.858153691799866003e+00,3.282532757305903770e-01,1.693863260593336584e+00,4.543821609352897140e-01,1.332646269967885377e+00,-1.181121544244445598e-02,1.693492917756700633e+00,-4.886585725145019543e-01
6.839999999999999858e+00,1.855615536358402817e+00,3.353043762500087510e-01,1.722440904655392790e+00,4.455004900669361501e-01,1.330108114526422192e+00,-4.760114923026081968e-03,1.722070561818756840e+00,-4.975402433828555182e-01
6.844999999999999751e+00,1.854050325425813606e+00,3.575365941762020383e-01,1.752869968681906698e+00,4.362474525874519005e-01,1.328542903593832980e+00,1.747210300316720533e-02,1.752499625845270748e+00,-5.067932808623397678e-01
6.849999999999999645e+00,1.851893399549208175e+00,3.674319293031831357e-01,1.779413107587493270e+00,4.234842453935415696e-01,1.326385977717227549e+00,2.736743813014830273e-02,1.779042764750857319e+00,-5.195564880562500987e-01
6.855000000000000426e+00,1.835215233649562405e+00,3.835917039552665941e-01,1.801070145302491321e+00,4.095764954326998053e-01,1.309707811817581780e+00,4.352721278223176116e-02,1.800699802465855370e+00,-5.334642380170918630e-01
6.860000000000000320e+00,1.834075668398493342e+00,3.933587073694976288e-01,1.826552196101032033e+00,4.036164675101209243e-01,1.308568246566512716e+00,5.329421619646279584e-02,1.826181853264396082e+00,-5.394242659396707440e-01
6.865000000000000213e+00,1.823314845533801742e+00,4.085894592230325251e-01,1.845715797047487561e+00,3.926844377802414243e-01,1.297807423701821117e+00,6.852496804999769209e-02,1.845345454210851610e+00,-5.503562956695502439e-01
6.870000000000000107e+00,1.815443001718322957e+00,4.225331699392620988e-01,1.865108518570005147e+00,3.782453470816036223e-01,1.289935579886342332e+00,8.246867876622726579e-02,1.864738175733369197e+00,-5.647953863681880460e-01
6.875000000000000000e+00,1.804885467576163194e+00,4.329061510122722556e-01,1.890773888323143526e+00,3.672700385493475328e-01,1.279378045744182568e+00,9.284165983923742260e-02,1.890403545486507575e+00,-5.757706949004441910e-01
6.879999999999999893e+00,1.791718843762369673e+00,4.439720163275597264e-01,1.902918217081020602e+00,3.633918688567054911e-01,1.266211421930389047e+00,1.039075251545248935e-01,1.902547874244384651e+00,-5.796488645930861772e-01
6.884999999999999787e+00,1.777319121818657033e+00,4.550452090989695053e-01,1.919103154260773492e+00,3.525582087860324454e-01,1.251811699986676407e+00,1.149807179259346723e-01,1.918732811424137541e+00,-5.904825246637592784e-01
6.889999999999999680e+00,1.763645051383964102e+00,4.664295300168513347e-01,1.937206590758777880e+00,3.420824723420037294e-01,1.238137629551983476e+00,1.263650388438165018e-01,1.936836247922141929e+00,-6.009582611077879388e-01
6.894999999999999574e+00,1.749202253365337745e+00,4.804727596195768058e-01,1.948783592453479097e+00,3.348478457479707182e-01,1.223694831533357119e+00,1.404082684465419728e-01,1.948413249616843146e+00,-6.081928877018210056e-01
6.900000000000000355e+00,1.741400808411486700e+00,4.876039682610714965e-01,1.962084274998256994e+00,3.228004316120693939e-01,1.215893386579506075e+00,1.475394770880366635e-01,1.961713932161621043e+00,-6.202403018377222743e-01
6.905000000000000249e+00,1.724104226097818549e+00,5.012299815754669430e-01,1.973161835702788691e+00,3.090149168358536924e-01,1.198596804265837923e+00,1.611654904024321100e-01,1.972791492866152741e+00,-6.340258166139379759e-01
6.910000000000000142e+00,1.708637646865886817e+00,5.098120913802526299e-01,1.983262381005569175e+00,3.052698407535009428e-01,1.183130225033906191e+00,1.697476002072177970e-01,1.982892038168933224e+00,-6.377708926962907254e-01
6.915000000000000036e+00,1.694046359860604589e+00,5.188288401376117687e-01,1.994732781085826412e+00,2.938241238434455838e-01,1.168538938028623964e+00,1.787643489645769357e-01,1.994362438249190461e+00,-6.492166096063460845e-01
6.919999999999999929e+00,1.676554305556265501e+00,5.270905243670819251e-01,2.002661405588765486e+00,2.883388822267810569e-01,1.151046883724284875e+00,1.870260331940470921e-01,2.002291062752129758e+00,-6.547018512230106113e-01
6.924999999999999822e+00,1.664277292084583859e+00,5.363808233005061821e-01,2.009274051063224320e+00,2.812314051900451362e-01,1.138769870252603233e+00,1.963163321274713491e-01,2.008903708226588591e+00,-6.618093282597465876e-01
6.929999999999999716e+00,1.650595883936433861e+00,5.417427382645972900e-01,2.017394387239679787e+00,2.697145309029648219e-01,1.125088462104453235e+00,2.016782470915624570e-01,2.017024044403044059e+00,-6.733262025468268464e-01
6.934999999999999609e+00,1.634430279226693816e+00,5.551772205877019140e-01,2.017875279193186433e+00,2.634299360203166684e-01,1.108922857394713191e+00,2.151127294146670810e-01,2.017504936356550704e+00,-6.796107974294749443e-01
6.940000000000000391e+00,1.613166598627922887e+00,5.608023744542800504e-01,2.024231371777889255e+00,2.575789644396518918e-01,1.087659176795942262e+00,2.207378832812452174e-01,2.023861028941253526e+00,-6.854617690101397764e-01
6.945000000000000284e+00,1.603162179078673644e+00,5.716457814833783013e-01,2.030950327954200940e+00,2.472429971562098983e-01,1.077654757246693018e+00,2.315812903103434683e-01,2.030579985117565212e+00,-6.957977362935817700e-01
6.950000000000000178e+00,1.583074607779830556e+00,5.747501206937409846e-01,2.030526185885592749e+00,2.386977471446746490e-01,1.057567185947849930e+00,2.346856295207061516e-01,2.030155843048957021e+00,-7.043429863051170470e-01
6.955000000000000071e+00,1.565011661182057479e+00,5.814953412837801094e-01,2.036598425918623612e+00,2.329210781964690669e-01,1.039504239350076853e+00,2.414308501107452765e-01,2.036228083081987883e+00,-7.101196552533226569e-01
6.959999999999999964e+00,1.550712062871887786e+00,5.895145130657192256e-01,2.035659220077755904e+00,2.253780075321603071e-01,1.025204641039907161e+00,2.494500218926843926e-01,2.035288877241120176e+00,-7.176627259176313611e-01
6.964999999999999858e+00,1.535699667521455147e+00,5.950368599321954610e-01,2.033020495520745818e+00,2.243180663189838220e-01,1.010192245689474522e+00,2.549723687591606280e-01,2.032650152684110090e+00,-7.187226671308077908e-01
6.969999999999999751e+00,1.522235005458038914e+00,5.994399599663198241e-01,2.035410001428318516e+00,2.163208908038092015e-01,9.967275836260582889e-01,2.593754687932849912e-01,2.035039658591682787e+00,-7.267198426459824390e-01
6.974999999999999645e+00,1.504979024142196531e+00,6.032969494266035015e-01,2.037209130155257508e+00,2.079797996278148764e-01,9.794716023102159053e-01,2.632324582535686686e-01,2.036838787318621780e+00,-7.350609338219767919e-01
6.980000000000000426e+00,1.489014967378799792e+00,6.110451500593996332e-01,2.036596737095264231e+00,2.046937956330332764e-01,9.635075455468191663e-01,2.709806588863648003e-01,2.036226394258628503e+00,-7.383469378167584196e-01
6.985000000000000320e+00,1.476715206177128925e+00,6.165893679065531652e-01,2.035883541357363935e+00,2.022600996273701823e-01,9.512077843451482995e-01,2.765248767335183322e-01,2.035513198520728206e+00,-7.407806338224214304e-01
6.990000000000000213e+00,1.466532255014788344e+00,6.241034571069590253e-01,2.034730314025120279e+00,1.928869624527110582e-01,9.410248331828077184e-01,2.840389659339241923e-01,2.034359971188484550e+00,-7.501537709970805823e-01
6.995000000000000107e+00,1.446964321097503614e+00,6.288155820547867147e-01,2.030284787069466024e+00,1.908211999922524160e-01,9.214568992655229884e-01,2.887510908817518818e-01,2.029914444232830295e+00,-7.522195334575392245e-01
7.000000000000000000e+00,1.435236898937145344e+00,6.296689806304779369e-01,2.030900470947198500e+00,1.792601786409872555e-01,9.097294771051647189e-01,2.896044894574431039e-01,2.030530128110562771e+00,-7.637805548088043572e-01
7.004999999999999893e+00,1.420670706538499140e+00,6.374430261528220010e-01,2.029558197954195453e+00,1.760604647783685639e-01,8.951632847065185139e-01,2.973785349797871680e-01,2.029187855117559725e+00,-7.669802686714231044e-01
7.009999999999999787e+00,1.412298591442345375e+00,6.377932341590144549e-01,2.026859354190978291e+00,1.727862724964215613e-01,8.867911696103647490e-01,2.977287429859796219e-01,2.026489011354342562e+00,-7.702544609533701347e-01
7.014999999999999680e+00,1.389931009401819795e+00,6.422366651153785799e-01,2.026407701388485805e+00,1.706629534334958009e-01,8.644235875698391691e-01,3.021721739423437469e-01,2.026037358551850076e+00,-7.723777800162958673e-01
7.019999999999999574e+00,1.382939144754415484e+00,6.463243783368470829e-01,2.019943753162239286e+00,1.647727391602859526e-01,8.574317229224348580e-01,3.062598871638122500e-01,2.019573410325603557e+00,-7.782679942895056602e-01
7.025000000000000355e+00,1.365482886457901390e+00,6.488007948032515904e-01,2.021932126451494227e+00,1.578566847512962446e-01,8.399754646259207647e-01,3.087363036302167574e-01,2.021561783614858498e+00,-7.851840486984954515e-01
7.030000000000000249e+00,1.354433543166382536e+00,6.553265601652128458e-01,2.017458739178218607e+00,1.568584572670044253e-01,8.289261213344019108e-01,3.152620689921780128e-01,2.017088396341582879e+00,-7.861822761827872430e-01
7.035000000000000142e+00,1.343270695514700463e+00,6.599915767113939680e-01,2.013512235667876293e+00,1.553426109794644183e-01,8.177632736827198379e-01,3.199270855383591350e-01,2.013141892831240565e+00,-7.876981224703272222e-01
7.040000000000000036e+00,1.337951022242169552e+00,6.577460230555697285e-01,2.007533677730481969e+00,1.517381407196350673e-01,8.124436004101889264e-01,3.176815318825348955e-01,2.007163334893846240e+00,-7.913025927301565732e-01
7.044999999999999929e+00,1.318431592270033592e+00,6.633435921620196574e-01,2.005841047544853151e+00,1.448532975346712992e-01,7.929241704380529665e-01,3.232791009889848244e-01,2.005470704708217422e+00,-7.981874359151204246e-01
7.049999999999999822e+00,1.304816226322047523e+00,6.651771806505932805e-01,2.004214838269737786e+00,1.425392971696404776e-01,7.793088044900668976e-01,3.251126894775584475e-01,2.003844495433102058e+00,-8.005014362801512462e-01
7.054999999999999716e+00,1.300075347314772589e+00,6.686821993667313446e-01,1.999628351492493961e+00,1.403674958092374081e-01,7.745679254827919635e-01,3.286177081936965116e-01,1.999258008655858010e+00,-8.026732376405543157e-01
7.059999999999999609e+00,1.284930615812265531e+00,6.689479780533041930e-01,1.998019818757254207e+00,1.377618737812233984e-01,7.594231939802849052e-01,3.288834868802693601e-01,1.997649475920618256e+00,-8.052788596685682698e-01
7.065000000000000391e+00,1.275484209658833246e+00,6.748785568685227165e-01,1.986868162103323066e+00,1.357312606711879310e-01,7.499767878268526200e-01,3.348140656954878835e-01,1.986497819266687115e+00,-8.073094727786037650e-01
7.070000000000000284e+00,1.265505505794513486e+00,6.758602873167659508e-01,1.985049035763809755e+00,1.332509300335240343e-01,7.399980839625328599e-01,3.357957961437311178e-01,1.984678692927173804e+00,-8.097898034162676062e-01
7.075000000000000178e+00,1.255542678174150328e+00,6.776893210136640811e-01,1.977813109819595239e+00,1.251211345664137997e-01,7.300352563421697027e-01,3.376248298406292481e-01,1.977442766982959288e+00,-8.179195988833778408e-01
7.080000000000000071e+00,1.245003694063694155e+00,6.827176165039771094e-01,1.978383122036438735e+00,1.278708467226475631e-01,7.194962722317135295e-01,3.426531253309422764e-01,1.978012779199802784e+00,-8.151698867271440774e-01
7.084999999999999964e+00,1.236062869523721020e+00,6.790690901371233545e-01,1.975509490223616327e+00,1.230096936437186927e-01,7.105554476917403939e-01,3.390045989640885216e-01,1.975139147386980376e+00,-8.200310398060729478e-01
7.089999999999999858e+00,1.226661030467583346e+00,6.821589324476773353e-01,1.970375092411454920e+00,1.224915215769596943e-01,7.011536086356027209e-01,3.420944412746425023e-01,1.970004749574818970e+00,-8.205492118728319184e-01
7.094999999999999751e+00,1.218115703762586266e+00,6.854102844117384574e-01,1.968695900248569552e+00,1.183233335483375448e-01,6.926082819306056404e-01,3.453457932387036244e-01,1.968325557411933602e+00,-8.247173999014540957e-01
7.099999999999999645e+00,1.206224187790321922e+00,6.877124138432556544e-01,1.964754556855557333e+00,1.206249646520215490e-01,6.807167659583412966e-01,3.476479226702208214e-01,1.964384214018921382e+00,-8.224157687977701192e-01
7.105000000000000426e+00,1.196387592010548451e+00,6.874031821826893651e-01,1.955176293877923355e+00,1.133388516939843604e-01,6.708801701785678251e-01,3.473386910096545321e-01,1.954805951041287404e+00,-8.297018817558072801e-01
7.110000000000000320e+00,1.186686061642727719e+00,6.901040071900262918e-01,1.954139858568649579e+00,1.114322169875950619e-01,6.611786398107470930e-01,3.500395160169914588e-01,1.953769515732013629e+00,-8.316085164621965786e-01
7.115000000000000213e+00,1.181034324173177552e+00,6.931724012671429680e-01,1.950023222679174273e+00,1.079453165177256535e-01,6.555269023411969265e-01,3.531079100941081350e-01,1.949652879842538322e+00,-8.350954169320660148e-01
7.120000000000000107e+00,1.170885478980656869e+00,6.912826315519751130e-01,1.941856068829383775e+00,1.067436029791341140e-01,6.453780571486762430e-01,3.512181403789402800e-01,1.941485725992747824e+00,-8.362971304706575681e-01
7.125000000000000000e+00,1.163292788661436816e+00,6.925072459269218106e-01,1.943144188890639779e+00,1.066816240200030297e-01,6.377853668294561906e-01,3.524427547538869776e-01,1.942773846054003828e+00,-8.363591094297886386e-01
7.129999999999999893e+00,1.154535892571394662e+00,6.944721710626191591e-01,1.935978437409086483e+00,1.075686270703911929e-01,6.290284707394140362e-01,3.544076798895843261e-01,1.935608094572450533e+00,-8.354721063794005032e-01
7.134999999999999787e+00,1.148154890371879233e+00,6.906654247141329472e-01,1.928803139386130905e+00,1.009256318274580622e-01,6.226474685398986075e-01,3.506009335410981143e-01,1.928432796549494954e+00,-8.421151016223336061e-01
7.139999999999999680e+00,1.136558063429619958e+00,6.979965965274517181e-01,1.927622261676132043e+00,1.018268043621982782e-01,6.110506415976393324e-01,3.579321053544168851e-01,1.927251918839496092e+00,-8.412139290875934039e-01
7.144999999999999574e+00,1.129029867048952251e+00,6.991194473780280028e-01,1.924344412991100262e+00,9.976908847506767153e-02,6.035224452169716258e-01,3.590549562049931698e-01,1.923974070154464311e+00,-8.432716449747239551e-01
7.150000000000000355e+00,1.116510197361620493e+00,7.031560818687749848e-01,1.918587331243982730e+00,1.020205920971499342e-01,5.910027755296398677e-01,3.630915906957401518e-01,1.918216988407346779e+00,-8.410201413526416925e-01
7.155000000000000249e+00,1.108139429306194135e+00,6.975318695106307310e-01,1.914813316001653831e+00,9.203238268174153414e-02,5.826320074742135091e-01,3.574673783375958980e-01,1.914442973165017881e+00,-8.510083507680501480e-01
7.160000000000000142e+00,1.101042072650986414e+00,7.020167290217143030e-01,1.910061940310606277e+00,9.605164311751782091e-02,5.755346508190057886e-01,3.619522378486794700e-01,1.909691597473970326e+00,-8.469890903322738751e-01
7.165000000000000036e+00,1.090565219444639133e+00,7.032980773657466766e-01,1.902629916741319871e+00,9.604692023451519289e-02,5.650577976126585078e-01,3.632335861927118437e-01,1.902259573904683920e+00,-8.469938132152764476e-01
7.169999999999999929e+00,1.085665583231949727e+00,7.048796232077134682e-01,1.900813835886830061e+00,9.125826698176353613e-02,5.601581613999691012e-01,3.648151320346786353e-01,1.900443493050194110e+00,-8.517824664680281321e-01
7.174999999999999822e+00,1.072850062936703264e+00,7.020781700586853358e-01,1.891530536194352186e+00,8.662057065055046856e-02,5.473426411047226381e-01,3.620136788856505028e-01,1.891160193357716235e+00,-8.564201627992411581e-01
7.179999999999999716e+00,1.066812517011077377e+00,6.992622347758492563e-01,1.887456069615190524e+00,9.040336135824955655e-02,5.413050951790967513e-01,3.591977436028144233e-01,1.887085726778554573e+00,-8.526373720915421117e-01
7.184999999999999609e+00,1.052837156261807294e+00,7.064773865195909108e-01,1.880845917492979025e+00,8.439367106916337291e-02,5.273297344298266687e-01,3.664128953465560778e-01,1.880475574656343074e+00,-8.586470623806282676e-01
7.190000000000000391e+00,1.046528059168375213e+00,7.078243063027328530e-01,1.880216516344655586e+00,8.124116013000282077e-02,5.210206373363945875e-01,3.677598151296980200e-01,1.879846173508019636e+00,-8.617995733197888475e-01
7.195000000000000284e+00,1.038939645476356199e+00,7.087169438613757366e-01,1.877924837925307067e+00,8.461464549351120634e-02,5.134322236443755738e-01,3.686524526883409036e-01,1.877554495088671116e+00,-8.584260879562805036e-01
7.200000000000000178e+00,1.029865237364999908e+00,7.076865672720956679e-01,1.865681145289878051e+00,7.876898473181641325e-02,5.043578155330192825e-01,3.676220760990608349e-01,1.865310802453242101e+00,-8.642717487179752966e-01
7.205000000000000071e+00,1.017441363079842009e+00,7.082067695505572802e-01,1.863223431788110229e+00,8.034723849943371798e-02,4.919339412478613838e-01,3.681422783775224472e-01,1.862853088951474279e+00,-8.626934949503579642e-01
7.209999999999999964e+00,1.011749891580931981e+00,7.104750462138758049e-01,1.854371401425299659e+00,7.757535990002771553e-02,4.862424697489513559e-01,3.704105550408409719e-01,1.854001058588663708e+00,-8.654653735497639389e-01
7.214999999999999858e+00,1.003848186097902051e+00,7.095681983756296773e-01,1.846913133024049802e+00,7.529935104493434839e-02,4.783407642659214254e-01,3.695037072025948444e-01,1.846542790187413852e+00,-8.677413824048573199e-01
7.219999999999999751e+00,9.934109454730242206e-01,7.102985502618028857e-01,1.840831965219926980e+00,7.366027594710208848e-02,4.679035236410435949e-01,3.702340590887680527e-01,1.840461622383291029e+00,-8.693804575026895520e-01
7.224999999999999645e+00,9.808561846519867622e-01,7.134438849578087494e-01,1.833638959906022992e+00,7.298684051719370180e-02,4.553487628200061366e-01,3.733793937847739164e-01,1.833268617069387041e+00,-8.700538929325979387e-01
7.230000000000000426e+00,9.708940102946775896e-01,7.146837268047346869e-01,1.827303693673965501e+00,6.612074357423096405e-02,4.453865884626969640e-01,3.746192356316998540e-01,1.826933350837329550e+00,-8.769199898755607459e-01
7.235000000000000320e+00,9.594218491609078914e-01,7.119996613368354543e-01,1.819007162203136074e+00,6.503375647330168763e-02,4.339144273289272657e-01,3.719351701638006213e-01,1.818636819366500124e+00,-8.780069769764899945e-01
7.240000000000000213e+00,9.526054541534603182e-01,7.111425185015561867e-01,1.812287999539474059e+00,6.607364493388312443e-02,4.270980323214796925e-01,3.710780273285213537e-01,1.811917656702838109e+00,-8.769670885159085438e-01
7.245000000000000107e+00,9.436019871884948618e-01,7.133162488904958298e-01,1.804771631844437341e+00,6.814616372928331001e-02,4.180945653565142361e-01,3.732517577174609968e-01,1.804401289007801390e+00,-8.748945697205083860e-01
7.250000000000000000e+00,9.288575072088348650e-01,7.172539651633885738e-01,1.800132018760011610e+00,6.411613586868998571e-02,4.033500853768542393e-01,3.771894739903537408e-01,1.799761675923375659e+00,-8.789245975811016409e-01
7.254999999999999893e+00,9.155199190280300936e-01,7.157076475511692237e-01,1.791054773738771200e+00,6.178564256131870852e-02,3.900124971960494680e-01,3.756431563781343907e-01,1.790684430902135249e+00,-8.812550908884729806e-01
7.259999999999999787e+00,9.081353774828347936e-01,7.181370195716275662e-01,1.784033163351702589e+00,6.074542040411094052e-02,3.826279556508541679e-01,3.780725283985927332e-01,1.783662820515066638e+00,-8.822953130456807624e-01
7.264999999999999680e+00,8.977835632214707928e-01,7.183589196653211717e-01,1.777541754130249840e+00,5.720470989036433723e-02,3.722761413894901672e-01,3.782944284922863387e-01,1.777171411293613890e+00,-8.858360235594273657e-01
7.269999999999999574e+00,8.793693311758619124e-01,7.197530910493316059e-01,1.758823330726383194e+00,5.741913703915403622e-02,3.538619093438812868e-01,3.796885998762967729e-01,1.758452987889747243e+00,-8.856215964106376459e-01
7.275000000000000355e+00,8.733497093254660726e-01,7.169773041202275321e-01,1.748682630087500911e+00,5.695122022270827228e-02,3.478422874934854470e-01,3.769128129471926991e-01,1.748312287250864960e+00,-8.860895132270834029e-01
7.280000000000000249e+00,8.654769370172050724e-01,7.181024448534659710e-01,1.745587513911632804e+00,5.557245213127438854e-02,3.399695151852244468e-01,3.780379536804311380e-01,1.745217171074996854e+00,-8.874682813185172936e-01
7.285000000000000142e+00,8.506831827652374667e-01,7.197079652961853036e-01,1.735433836439346456e+00,5.541945941719623320e-02,3.251757609332568411e-01,3.796434741231504706e-01,1.735063493602710505e+00,-8.876212740325953865e-01
7.290000000000000036e+00,8.378588329752150177e-01,7.171597714991508887e-01,1.722906863915180997e+00,4.971905136927162738e-02,3.123514111432343920e-01,3.770952803261160557e-01,1.722536521078545046e+00,-8.933216820805200964e-01
7.294999999999999929e+00,8.251051696322279083e-01,7.160451739441832109e-01,1.713590938171995148e+00,4.880325704391895447e-02,2.995977478002472827e-01,3.759806827711483779e-01,1.713220595335359198e+00,-8.942374764058726999e-01
7.299999999999999822e+00,8.138003356282978995e-01,7.200975274848354646e-01,1.699829828630256001e+00,4.971038141341307254e-02,2.882929137963172739e-01,3.800330363118006316e-01,1.699459485793620050e+00,-8.933303520363785610e-01
7.304999999999999716e+00,7.970089588512547785e-01,7.207376620559281521e-01,1.691572016234255349e+00,5.047928992251573405e-02,2.715015370192741528e-01,3.806731708828933192e-01,1.691201673397619398e+00,-8.925614435272759550e-01
7.309999999999999609e+00,7.842619839603297560e-01,7.157110991345309037e-01,1.678598908214997243e+00,4.461097219113142193e-02,2.587545621283491304e-01,3.756466079614960707e-01,1.678228565378361292e+00,-8.984297612586602533e-01
7.315000000000000391e+00,7.736841497004081081e-01,7.181411034130275040e-01,1.673870052078424431e+00,4.806756329896011426e-02,2.481767278684274824e-01,3.780766122399926710e-01,1.673499709241788480e+00,-8.949731701508315540e-01
7.320000000000000284e+00,7.582789544701088458e-01,7.175301010037864469e-01,1.656429071981436296e+00,4.248075565908868839e-02,2.327715326381282201e-01,3.774656098307516139e-01,1.656058729144800346e+00,-9.005599777907029591e-01
7.325000000000000178e+00,7.468220048212887985e-01,7.165284313515286607e-01,1.645325275135484766e+00,4.182966056061537818e-02,2.213145829893081729e-01,3.764639401784938277e-01,1.644954932298848815e+00,-9.012110728891762346e-01
7.330000000000000071e+00,7.290198232622410179e-01,7.146629760438759638e-01,1.635414282555699872e+00,4.369793614235184531e-02,2.035124014302603923e-01,3.745984848708411308e-01,1.635043939719063921e+00,-8.993427973074398230e-01
7.334999999999999964e+00,7.207983552683880912e-01,7.130090723470636771e-01,1.618784988200322017e+00,4.031636696385734048e-02,1.952909334364074656e-01,3.729445811740288441e-01,1.618414645363686066e+00,-9.027243664859343486e-01
7.339999999999999858e+00,7.073235994422969464e-01,7.114518349378358142e-01,1.604222764890617992e+00,3.948405009995612641e-02,1.818161776103163207e-01,3.713873437648009812e-01,1.603852422053982041e+00,-9.035566833498355210e-01
7.344999999999999751e+00,6.919872343901223299e-01,7.148104775359053198e-01,1.591417673881680539e+00,3.617108897184903582e-02,1.664798125581417043e-01,3.747459863628704868e-01,1.591047331045044588e+00,-9.068696444779426047e-01
7.349999999999999645e+00,6.784359455131029337e-01,7.117803971659847351e-01,1.575459881256132677e+00,3.736130024900610747e-02,1.529285236811223081e-01,3.717159059929499021e-01,1.575089538419496726e+00,-9.056794332007855886e-01
7.355000000000000426e+00,6.675072491698169630e-01,7.117528865219800993e-01,1.565646939020361561e+00,4.064005283703240462e-02,1.419998273378363374e-01,3.716883953489452663e-01,1.565276596183725610e+00,-9.024006806127592428e-01
7.360000000000000320e+00,6.482254436333821923e-01,7.056628159597647665e-01,1.545216979868662577e+00,3.575177309089914296e-02,1.227180218014015667e-01,3.655983247867299335e-01,1.544846637032026626e+00,-9.072889603588925045e-01
7.365000000000000213e+00,6.346735823184955771e-01,7.098483800907371410e-01,1.531420883375602227e+00,3.604947001337090867e-02,1.091661604865149515e-01,3.697838889177023081e-01,1.531050540538966276e+00,-9.069912634364207804e-01
7.370000000000000107e+00,6.204193241774081935e-01,7.082493680003975056e-01,1.521070070713015365e+00,3.208088426112638142e-02,9.491190234542756787e-02,3.681848768273626726e-01,1.520699727876379415e+00,-9.109598491886652383e-01
7.375000000000000000e+00,6.078798939896262743e-01,7.052678352957252317e-01,1.501084993083916075e+00,3.467286144979894041e-02,8.237247215764564867e-02,3.652033441226903987e-01,1.500714650247280124e+00,-9.083678719999926932e-01
7.379999999999999893e+00,5.928617728567683320e-01,7.070384378991918517e-01,1.485024011775680775e+00,3.424625036776705878e-02,6.735435102478770641e-02,3.669739467261570187e-01,1.484653668939044824e+00,-9.087944830820245956e-01
7.384999999999999787e+00,5.811623662717295691e-01,7.014341223315073703e-01,1.471229850944897777e+00,3.309067590740363829e-02,5.565494443974894345e-02,3.613696311584725374e-01,1.470859508108261826e+00,-9.099500575423880022e-01
7.389999999999999680e+00,5.660578252434149693e-01,6.993149611505347085e-01,1.455462281968798788e+00,3.394231688517065221e-02,4.055040341143434368e-02,3.592504699774998755e-01,1.455091939132162837e+00,-9.090984165646209814e-01
7.394999999999999574e+00,5.508163169457723773e-01,6.949700596739127878e-01,1.440856188584959119e+00,3.390571291516123603e-02,2.530889511379175172e-02,3.549055685008779548e-01,1.440485845748323168e+00,-9.091350205346304669e-01
7.400000000000000355e+00,5.370713362884693698e-01,6.933201921461900064e-01,1.423937019235260726e+00,3.457921815351640282e-02,1.156391445648874416e-02,3.532557009731551734e-01,1.423566676398624775e+00,-9.084615152962752793e-01
7.405000000000000249e+00,5.291712551669209841e-01,6.931899718618516060e-01,1.408088811174635469e+00,3.362135641198391728e-02,3.663833334940358455e-03,3.531254806888167730e-01,1.407718468337999518e+00,-9.094193770378077302e-01
7.410000000000000142e+00,5.133228753074111639e-01,6.904096031490837282e-01,1.393136446046216781e+00,3.386377504760313545e-02,-1.218454652456946175e-02,3.503451119760488952e-01,1.392766103209580830e+00,-9.091769584021884842e-01
7.415000000000000036e+00,4.998721391581447127e-01,6.895133017933927633e-01,1.371769258083610055e+00,3.479330424952715300e-02,-2.563528267383591297e-02,3.494488106203579303e-01,1.371398915246974104e+00,-9.082474292002644667e-01
7.419999999999999929e+00,4.874163696112535082e-01,6.833000765745533833e-01,1.358568063992913411e+00,3.371562017925291282e-02,-3.809105222072711738e-02,3.432355854015185503e-01,1.358197721156277460e+00,-9.093251132705387763e-01
7.424999999999999822e+00,4.744215177678565709e-01,6.826797229763840180e-01,1.344129697294026204e+00,3.468325795346457324e-02,-5.108590406412405471e-02,3.426152318033491850e-01,1.343759354457390254e+00,-9.083574754963270603e-01
7.429999999999999716e+00,4.635239793934309294e-01,6.769500640027259486e-01,1.324590482225719068e+00,3.702430849903602661e-02,-6.198344243854969626e-02,3.368855728296911156e-01,1.324220139389083117e+00,-9.060164249507556278e-01
7.434999999999999609e+00,4.507796554738053851e-01,6.754461900043663425e-01,1.307825367639466885e+00,3.670896255804636382e-02,-7.472776635817524049e-02,3.353816988313315095e-01,1.307455024802830934e+00,-9.063317708917453253e-01
7.440000000000000391e+00,4.363517489921159842e-01,6.714645517955160070e-01,1.289831932011114679e+00,3.944529270771029300e-02,-8.915567283986464142e-02,3.314000606224811740e-01,1.289461589174478728e+00,-9.035954407420814238e-01
