t,v1,v2,v3,v4,v1_external,v2_external,v3_external,v4_external
1.594500000000000028e+01,1.400694921527167791e+00,6.423430183624262435e-01,2.025040893776746120e+00,1.715000100907320968e-01,8.751874996951871655e-01,3.022785271893914105e-01,2.024670550940110392e+00,-7.715407233590595437e-01
1.594999999999999929e+01,1.384644570610140679e+00,6.476848364199297992e-01,2.020133814305695719e+00,1.664055761177181680e-01,8.591371487781600536e-01,3.076203452468949662e-01,2.019763471469059990e+00,-7.766351573320735557e-01
1.595500000000000007e+01,1.372477764490687147e+00,6.488983629363026528e-01,2.022224135335068063e+00,1.657642577535529682e-01,8.469703426587065209e-01,3.088338717632678199e-01,2.021853792498432334e+00,-7.772764756962387001e-01
1.596000000000000085e+01,1.357679545148302358e+00,6.521683035075626078e-01,2.016082878493580033e+00,1.610774390907468712e-01,8.321721233163217324e-01,3.121038123345277748e-01,2.015712535656944304e+00,-7.819632943590447693e-01
1.596499999999999986e+01,1.341835421179160992e+00,6.561019506594604200e-01,2.012637123019525465e+00,1.549227435236898431e-01,8.163279993471803664e-01,3.160374594864255871e-01,2.012266780182889736e+00,-7.881179899261018251e-01
1.597000000000000064e+01,1.329225701369907586e+00,6.579317829029263098e-01,2.007674054399001040e+00,1.497969820425446297e-01,8.037182795379269606e-01,3.178672917298914768e-01,2.007303711562365311e+00,-7.932437514072470108e-01
1.597499999999999964e+01,1.311461114908582193e+00,6.613476479391476870e-01,2.001129573678004370e+00,1.443032048545279389e-01,7.859536930766015672e-01,3.212831567661128540e-01,2.000759230841368641e+00,-7.987375285952637016e-01
1.598000000000000043e+01,1.297454909568220849e+00,6.675148083664022014e-01,1.996809852961642262e+00,1.455570385308726233e-01,7.719474877362402232e-01,3.274503171933673684e-01,1.996439510125006311e+00,-7.974836949189190172e-01
1.598499999999999943e+01,1.285300095167115852e+00,6.719369202133985697e-01,1.994337812688045553e+00,1.406294849073049802e-01,7.597926733351352269e-01,3.318724290403637367e-01,1.993967469851409602e+00,-8.024112485424866881e-01
1.599000000000000021e+01,1.274777678384388935e+00,6.748259216253529313e-01,1.990179759530857906e+00,1.346433801107707329e-01,7.492702565524083091e-01,3.347614304523180984e-01,1.989809416694221955e+00,-8.083973533390209631e-01
1.599499999999999922e+01,1.256636979734677251e+00,6.759056303573728330e-01,1.986139174364165871e+00,1.243020467033327525e-01,7.311295579026966251e-01,3.358411391843380001e-01,1.985768831527529921e+00,-8.187386867464588880e-01
1.600000000000000000e+01,1.243123721265969817e+00,6.791476316543747505e-01,1.980173814597499193e+00,1.261146767773670130e-01,7.176162994339891910e-01,3.390831404813399175e-01,1.979803471760863243e+00,-8.169260566724246830e-01
1.600499999999999901e+01,1.233945805794556927e+00,6.761987542957536013e-01,1.972354879931824456e+00,1.225029619955967375e-01,7.084383839625763013e-01,3.361342631227187683e-01,1.971984537095188506e+00,-8.205377714541949308e-01
1.601000000000000156e+01,1.217114862090523220e+00,6.821319023968092088e-01,1.963523314397397135e+00,1.161335306780621052e-01,6.916074402585425940e-01,3.420674112237743758e-01,1.963152971560761184e+00,-8.269072027717295770e-01
1.601500000000000057e+01,1.203570775199648946e+00,6.852918721962470983e-01,1.961436166925940361e+00,1.176514243112384839e-01,6.780633533676683200e-01,3.452273810232122653e-01,1.961065824089304410e+00,-8.253893091385531289e-01
1.601999999999999957e+01,1.188149701541656222e+00,6.893253897597564350e-01,1.953957242205535350e+00,1.129382734009796024e-01,6.626422797096755968e-01,3.492608985867216020e-01,1.953586899368899399e+00,-8.301024600488120520e-01
1.602499999999999858e+01,1.177200566593888498e+00,6.915068335740968131e-01,1.947713782820549300e+00,1.099844032831679558e-01,6.516931447619078721e-01,3.514423424010619801e-01,1.947343439983913349e+00,-8.330563301666237264e-01
1.603000000000000114e+01,1.165253454066199623e+00,6.924392281710326502e-01,1.943493871102045523e+00,1.115172871449909842e-01,6.397460322342189976e-01,3.523747369979978172e-01,1.943123528265409572e+00,-8.315234463048006841e-01
1.603500000000000014e+01,1.151108151932976886e+00,6.946701390334202308e-01,1.936693068642820537e+00,1.035821502159350316e-01,6.256007301009962607e-01,3.546056478603853979e-01,1.936322725806184586e+00,-8.394585832338565812e-01
1.603999999999999915e+01,1.140074893222848162e+00,7.008994524838079165e-01,1.931867411932180811e+00,1.016984929169314766e-01,6.145674713908675368e-01,3.608349613107730836e-01,1.931497069095544861e+00,-8.413422405328602194e-01
1.604500000000000171e+01,1.126708340965496102e+00,6.964147604748018860e-01,1.922983760294288302e+00,9.969209084124223963e-02,6.012009191335154767e-01,3.563502693017670531e-01,1.922613417457652352e+00,-8.433486426085494703e-01
1.605000000000000071e+01,1.115839723088383195e+00,6.999522366459465239e-01,1.917657395543278298e+00,9.862760654317943854e-02,5.903323012564025696e-01,3.598877454729116909e-01,1.917287052706642347e+00,-8.444131269066121881e-01
1.605499999999999972e+01,1.103268848203536656e+00,7.004160038084886741e-01,1.913095371749277351e+00,9.372660843067591452e-02,5.777614263715560305e-01,3.603515126354538411e-01,1.912725028912641401e+00,-8.493141250191157399e-01
1.605999999999999872e+01,1.089416186819751164e+00,7.014448117480726053e-01,1.906020157706394436e+00,9.205669779024605592e-02,5.639087649877705388e-01,3.613803205750377723e-01,1.905649814869758485e+00,-8.509840356595456123e-01
1.606500000000000128e+01,1.079682609502210511e+00,7.034842896062333262e-01,1.894871435120809133e+00,9.297980294991615990e-02,5.541751876702298851e-01,3.634197984331984932e-01,1.894501092284173183e+00,-8.500609304998755222e-01
1.607000000000000028e+01,1.070008515054569953e+00,7.057182070121924555e-01,1.888679911648653231e+00,8.587452231046842355e-02,5.445010932225893274e-01,3.656537158391576225e-01,1.888309568812017281e+00,-8.571662111393232308e-01
1.607499999999999929e+01,1.055655805433178385e+00,7.050892069536165430e-01,1.879706642832940977e+00,8.448850470135395307e-02,5.301483836011977591e-01,3.650247157805817100e-01,1.879336299996305026e+00,-8.585522287484377291e-01
1.607999999999999829e+01,1.041450837066515644e+00,7.115372158616928289e-01,1.874860545345004459e+00,8.274546254010579915e-02,5.159434152345350189e-01,3.714727246886579959e-01,1.874490202508368508e+00,-8.602952709096858275e-01
1.608500000000000085e+01,1.033310618966773564e+00,7.084110232230351745e-01,1.864457678187648293e+00,7.783128505827144328e-02,5.078031971347929385e-01,3.683465320500003415e-01,1.864087335351012342e+00,-8.652094483915202527e-01
1.608999999999999986e+01,1.021756748814680593e+00,7.093819926863260683e-01,1.857832099207844756e+00,8.091570196347247501e-02,4.962493269826999676e-01,3.693175015132912353e-01,1.857461756371208805e+00,-8.621250314863191377e-01
1.609499999999999886e+01,1.016751781466526561e+00,7.138164143474310386e-01,1.855096896092517378e+00,7.699267532882177190e-02,4.912443596345459351e-01,3.737519231743962056e-01,1.854726553255881427e+00,-8.660480581209698547e-01
1.610000000000000142e+01,1.002675129587035086e+00,7.146100958295826810e-01,1.849427856453720986e+00,7.256128100531128444e-02,4.771677077550544599e-01,3.745456046565478481e-01,1.849057513617085036e+00,-8.704794524444803283e-01
1.610500000000000043e+01,9.887266877574583113e-01,7.149118810735359819e-01,1.843190818170902912e+00,7.232224226148452340e-02,4.632192659254776856e-01,3.748473899005011489e-01,1.842820475334266961e+00,-8.707184911883071310e-01
1.610999999999999943e+01,9.805110856696525046e-01,7.153007286483276106e-01,1.833570481267733809e+00,7.025112532284598366e-02,4.550036638376718789e-01,3.752362374752927776e-01,1.833200138431097859e+00,-8.727896081269457262e-01
1.611499999999999844e+01,9.739253363863026314e-01,7.098144752657199463e-01,1.827283626400284522e+00,7.118086831950931614e-02,4.484179145543220057e-01,3.697499840926851133e-01,1.826913283563648571e+00,-8.718598651302823521e-01
1.612000000000000099e+01,9.589522641737341369e-01,7.131232589458069704e-01,1.822126083651396167e+00,6.875569460532029997e-02,4.334448423417535112e-01,3.730587677727721374e-01,1.821755740814760216e+00,-8.742850388444713960e-01
1.612500000000000000e+01,9.507175454806139347e-01,7.141784394472610042e-01,1.817380706521148692e+00,6.793946569810299652e-02,4.252101236486333091e-01,3.741139482742261713e-01,1.817010363684512742e+00,-8.751012677516887273e-01
1.612999999999999901e+01,9.422729176539327289e-01,7.137071446800420382e-01,1.804439806994545314e+00,6.899420023653578260e-02,4.167654958219521033e-01,3.736426535070072052e-01,1.804069464157909364e+00,-8.740465332132558718e-01
1.613500000000000156e+01,9.326777019514955747e-01,7.187306766311272188e-01,1.797122169930640556e+00,6.404972460211438845e-02,4.071702801195149490e-01,3.786661854580923858e-01,1.796751827094004605e+00,-8.789910088476773353e-01
1.614000000000000057e+01,9.226173104513055723e-01,7.180531682225262946e-01,1.792415565175680570e+00,6.213871094342449108e-02,3.971098886193249466e-01,3.779886770494914616e-01,1.792045222339044619e+00,-8.809020225063671772e-01
1.614499999999999957e+01,9.150097613216160441e-01,7.146791135879020374e-01,1.782198680543594760e+00,6.023723381675710753e-02,3.895023394896354185e-01,3.746146224148672044e-01,1.781828337706958809e+00,-8.828034996330345052e-01
1.614999999999999858e+01,9.029742192946101920e-01,7.139410804123516030e-01,1.779274563805234077e+00,5.945664401838823138e-02,3.774667974626295663e-01,3.738765892393167700e-01,1.778904220968598127e+00,-8.835840894314034299e-01
1.615500000000000114e+01,8.957803419637691000e-01,7.137998278641259908e-01,1.773211018501755332e+00,5.678772167408070032e-02,3.702729201317884744e-01,3.737353366910911578e-01,1.772840675665119381e+00,-8.862530117757109194e-01
1.616000000000000014e+01,8.869641381686492743e-01,7.146993510690846652e-01,1.765270564935612407e+00,5.920563315768188201e-02,3.614567163366686486e-01,3.746348598960498322e-01,1.764900222098976457e+00,-8.838351002921097654e-01
1.616499999999999915e+01,8.788523840201807324e-01,7.177759521504206708e-01,1.757993347104677362e+00,5.960329573415014404e-02,3.533449621882001068e-01,3.777114609773858378e-01,1.757623004268041411e+00,-8.834374377156415381e-01
1.617000000000000171e+01,8.702073450977582114e-01,7.188942040268393452e-01,1.751154030682112950e+00,5.588772058875380450e-02,3.446999232657775858e-01,3.788297128538045122e-01,1.750783687845476999e+00,-8.871530128610378707e-01
1.617500000000000071e+01,8.621947396845847100e-01,7.166084488398699603e-01,1.745353035587003498e+00,5.433630650392965583e-02,3.366873178526040844e-01,3.765439576668351274e-01,1.744982692750367548e+00,-8.887044269458620471e-01
1.617999999999999972e+01,8.529310194050684357e-01,7.209378345154906498e-01,1.739123947723224095e+00,5.776608794223923177e-02,3.274235975730878101e-01,3.808733433424558168e-01,1.738753604886588144e+00,-8.852746455075524157e-01
1.618499999999999872e+01,8.442367465392311976e-01,7.174771046427944610e-01,1.730355521204904434e+00,5.149616522478395186e-02,3.187293247072505720e-01,3.774126134697596280e-01,1.729985178368268484e+00,-8.915445682250077164e-01
1.619000000000000128e+01,8.372442420216575920e-01,7.187737101689480879e-01,1.723857508431583918e+00,5.181621833107241670e-02,3.117368201896769664e-01,3.787092189959132549e-01,1.723487165594947967e+00,-8.912245151187192516e-01
1.619500000000000028e+01,8.297631262049262046e-01,7.155996101884899430e-01,1.717264145830511124e+00,5.154971146156916983e-02,3.042557043729455790e-01,3.755351190154551100e-01,1.716893802993875173e+00,-8.914910219882224984e-01
1.619999999999999929e+01,8.213059026539196728e-01,7.172867392627835237e-01,1.711606765988939127e+00,4.607207433121814077e-02,2.957984808219390471e-01,3.772222480897486907e-01,1.711236423152303177e+00,-8.969686591185734859e-01
1.620499999999999829e+01,8.084597322455446822e-01,7.151766019608285507e-01,1.701528805992556626e+00,4.707694804384536524e-02,2.829523104135640565e-01,3.751121107877937177e-01,1.701158463155920675e+00,-8.959637854059463447e-01
1.621000000000000085e+01,8.025895196242597285e-01,7.177417903249365683e-01,1.694531282419406759e+00,4.820825131938996644e-02,2.770820977922791029e-01,3.776772991519017353e-01,1.694160939582770808e+00,-8.948324821304016741e-01
1.621499999999999986e+01,7.948550518937533838e-01,7.191806786691827824e-01,1.691822917677243687e+00,4.424110507553772470e-02,2.693476300617727581e-01,3.791161874961479494e-01,1.691452574840607737e+00,-8.987996283742539783e-01
1.621999999999999886e+01,7.840149202322125310e-01,7.169294963399991394e-01,1.677903214603393645e+00,4.499083900007273817e-02,2.585074984002319054e-01,3.768650051669643064e-01,1.677532871766757694e+00,-8.980498944497189440e-01
1.622500000000000142e+01,7.765766317897417892e-01,7.168108053440697125e-01,1.669362736959480564e+00,4.814765374294631417e-02,2.510692099577611636e-01,3.767463141710348795e-01,1.668992394122844614e+00,-8.948930797068453957e-01
1.623000000000000043e+01,7.661893086193753977e-01,7.192129282001338275e-01,1.663521501385941903e+00,4.360174188047442195e-02,2.406818867873947720e-01,3.791484370270989945e-01,1.663151158549305952e+00,-8.994389915693172810e-01
1.623499999999999943e+01,7.582484449165981522e-01,7.155997194312840870e-01,1.657590323334340532e+00,4.252172545841160362e-02,2.327410230846175265e-01,3.755352282582492540e-01,1.657219980497704581e+00,-9.005190079913800716e-01
1.623999999999999844e+01,7.451809414734947845e-01,7.183643413961341428e-01,1.645076445923818076e+00,3.883927716550972242e-02,2.196735196415141589e-01,3.782998502230993099e-01,1.644706103087182125e+00,-9.042014562842819458e-01
1.624500000000000099e+01,7.397327886382850659e-01,7.163255908700425501e-01,1.638806154449203856e+00,4.335609216931615023e-02,2.142253668063044403e-01,3.762610996970077171e-01,1.638435811612567905e+00,-8.996846412804755388e-01
1.625000000000000000e+01,7.282697285856053471e-01,7.138554135496312236e-01,1.627825332527648605e+00,4.005786767870658099e-02,2.027623067536247214e-01,3.737909223765963906e-01,1.627454989691012655e+00,-9.029828657710851081e-01
1.625499999999999901e+01,7.180139763513800899e-01,7.128595867374341033e-01,1.619445764242792629e+00,3.920727949684085084e-02,1.925065545193994643e-01,3.727950955643992703e-01,1.619075421406156678e+00,-9.038334539529507827e-01
1.626000000000000156e+01,7.089514302961196224e-01,7.144455712891699672e-01,1.604866097582869910e+00,3.916795812428988666e-02,1.834440084641389968e-01,3.743810801161351343e-01,1.604495754746233960e+00,-9.038727753255018094e-01
1.626500000000000057e+01,7.013916385175388291e-01,7.152555870329450061e-01,1.600110338348990302e+00,4.040823026033876081e-02,1.758842166855582034e-01,3.751910958599101731e-01,1.599739995512354351e+00,-9.026325031894528728e-01
1.626999999999999957e+01,6.909676863055139728e-01,7.121846805196538899e-01,1.592140212658167631e+00,4.174444585649542822e-02,1.654602644735333472e-01,3.721201893466190569e-01,1.591769869821531680e+00,-9.012962875932962747e-01
1.627499999999999858e+01,6.790233370425056147e-01,7.091258835181796227e-01,1.579289532606063418e+00,3.378189067230134152e-02,1.535159152105249891e-01,3.690613923451447898e-01,1.578919189769427467e+00,-9.092588427774903614e-01
1.628000000000000114e+01,6.694724202708643990e-01,7.097718927931846444e-01,1.565769979813995016e+00,3.775889164802513631e-02,1.439649984388837733e-01,3.697074016201498114e-01,1.565399636977359066e+00,-9.052818418017665181e-01
1.628500000000000014e+01,6.559130955137368879e-01,7.117689604876351606e-01,1.557575577607801298e+00,4.080533581495805751e-02,1.304056736817562623e-01,3.717044693146003276e-01,1.557205234771165347e+00,-9.022353976348336246e-01
1.628999999999999915e+01,6.429773682862738315e-01,7.094166546898548198e-01,1.542120228673623084e+00,3.819148828793322847e-02,1.174699464542932059e-01,3.693521635168199868e-01,1.541749885836987133e+00,-9.048492451618583843e-01
1.629500000000000171e+01,6.302259947316936062e-01,7.070946252521865816e-01,1.530210745298637764e+00,3.651702947944704403e-02,1.047185728997129806e-01,3.670301340791517486e-01,1.529840402462001814e+00,-9.065237039703446520e-01
1.630000000000000071e+01,6.221291463166482849e-01,7.061079557434185583e-01,1.519120596950002344e+00,3.752311331773292707e-02,9.662172448466765928e-02,3.660434645703837253e-01,1.518750254113366394e+00,-9.055176201320587204e-01
1.630499999999999972e+01,6.098741734673193138e-01,7.088817367984057149e-01,1.506107066868419775e+00,3.275893401270983663e-02,8.436675163533868815e-02,3.688172456253708820e-01,1.505736724031783824e+00,-9.102817994370818733e-01
1.630999999999999872e+01,5.979526464395706897e-01,6.978669740399530141e-01,1.491083366312290881e+00,3.491112613962667893e-02,7.244522460759006410e-02,3.578024828669181812e-01,1.490713023475654930e+00,-9.081296073101650101e-01
1.631500000000000128e+01,5.854648055849163146e-01,6.989564590031362989e-01,1.480213027256123581e+00,3.538647728740385717e-02,5.995738375293568900e-02,3.588919678301014660e-01,1.479842684419487631e+00,-9.076542561623878180e-01
1.632000000000000028e+01,5.749513604015107360e-01,7.019407692440780000e-01,1.462979117562950515e+00,3.356288983599373110e-02,4.944393856953011035e-02,3.618762780710431670e-01,1.462608774726314564e+00,-9.094778436137979094e-01
1.632499999999999929e+01,5.575972780098727988e-01,6.990755906743627568e-01,1.443888714324163436e+00,3.365205445822685298e-02,3.208985617789217315e-02,3.590110995013279238e-01,1.443518371487527485e+00,-9.093886789915648361e-01
1.632999999999999829e+01,5.445526954140196274e-01,6.964270764820466031e-01,1.434367900079271729e+00,3.662296802985209876e-02,1.904527358203900178e-02,3.563625853090117701e-01,1.433997557242635779e+00,-9.064177654199395695e-01
1.633500000000000085e+01,5.363419700800644563e-01,6.915770063097649301e-01,1.415979069039081217e+00,3.489599827184228231e-02,1.083454824808383066e-02,3.515125151367300971e-01,1.415608726202445267e+00,-9.081447351779493582e-01
1.633999999999999986e+01,5.202073178385029362e-01,6.925934570021374803e-01,1.396100752769845244e+00,3.266058230275004776e-02,-5.300103993477689457e-03,3.525289658291026473e-01,1.395730409933209293e+00,-9.103801511470416274e-01
1.634499999999999886e+01,5.039884589623789823e-01,6.863907842549823446e-01,1.376531554575764371e+00,3.426544691749664612e-02,-2.151896286960164328e-02,3.463262930819475116e-01,1.376161211739128420e+00,-9.087752865322950013e-01
1.635000000000000142e+01,4.862099066054414997e-01,6.838884512666565385e-01,1.362091937911935613e+00,3.496246953899190962e-02,-3.929751522653912588e-02,3.438239600936217055e-01,1.361721595075299662e+00,-9.080782639107997101e-01
1.635500000000000043e+01,4.740643994759238811e-01,6.800738834166464297e-01,1.344030923941762934e+00,3.791037130885113737e-02,-5.144302235605674456e-02,3.400093922436115967e-01,1.343660581105126983e+00,-9.051303621409405586e-01
1.635999999999999943e+01,4.603258715183629057e-01,6.796698915455252621e-01,1.325410854857670628e+00,3.831937704699776154e-02,-6.518155031361771989e-02,3.396054003724904291e-01,1.325040512021034678e+00,-9.047213564027939414e-01
1.636499999999999844e+01,4.459777004371429654e-01,6.723830078655647080e-01,1.303753761906553121e+00,3.485614633018496722e-02,-7.952972139483766023e-02,3.323185166925298750e-01,1.303383419069917171e+00,-9.081845871196067010e-01
1.637000000000000099e+01,4.314653455391370129e-01,6.721334757712976726e-01,1.279199501703363939e+00,3.597370989941834490e-02,-9.404207629284361269e-02,3.320689845982628396e-01,1.278829158866727989e+00,-9.070670235503732748e-01
1.637500000000000000e+01,4.154346431467813017e-01,6.656902812787979240e-01,1.257059617057420198e+00,3.958686678489886646e-02,-1.100727786851993240e-01,3.256257901057630910e-01,1.256689274220784247e+00,-9.034538666648928018e-01
1.637999999999999901e+01,4.028754459449626624e-01,6.637342522928627586e-01,1.237519919824817238e+00,4.207289147661270184e-02,-1.226319758870179633e-01,3.236697611198279256e-01,1.237149576988181288e+00,-9.009678419731789178e-01
1.638500000000000156e+01,3.828207527847335423e-01,6.567011153900953468e-01,1.215795619605332112e+00,4.192441816062646848e-02,-1.426866690472470833e-01,3.166366242170605139e-01,1.215425276768696161e+00,-9.011163152891652484e-01
1.639000000000000057e+01,3.691872168497397078e-01,6.559016902010826877e-01,1.189160289315271957e+00,4.413351567755162408e-02,-1.563202049822409179e-01,3.158371990280478547e-01,1.188789946478636006e+00,-8.989072177722400303e-01
1.639499999999999957e+01,3.529422838058948741e-01,6.465510270264338555e-01,1.165875721791131747e+00,4.858882550705589942e-02,-1.725651380260857515e-01,3.064865358533990225e-01,1.165505378954495797e+00,-8.944519079427357688e-01
1.639999999999999858e+01,3.404161047407118224e-01,6.411904894759917761e-01,1.143426819964560526e+00,4.701486172425817234e-02,-1.850913170912688033e-01,3.011259983029569431e-01,1.143056477127924575e+00,-8.960258717255334959e-01
1.640500000000000114e+01,3.238533742807741533e-01,6.342366451848822084e-01,1.111920042536586939e+00,5.298460479415836172e-02,-2.016540475512064723e-01,2.941721540118473754e-01,1.111549699699950988e+00,-8.900561286556333274e-01
1.641000000000000014e+01,3.098149748014176752e-01,6.277126531864194448e-01,1.086572744344977526e+00,5.437484274236410037e-02,-2.156924470305629504e-01,2.876481620133846118e-01,1.086202401508341575e+00,-8.886658907074275193e-01
1.641499999999999915e+01,2.932837976615244036e-01,6.219262159363576625e-01,1.064237847841266849e+00,5.992195378074368500e-02,-2.322236241704562221e-01,2.818617247633228295e-01,1.063867505004630898e+00,-8.831187796690479486e-01
1.642000000000000171e+01,2.857278298470716793e-01,6.151552871137958567e-01,1.032337120461744195e+00,5.979812499632555095e-02,-2.397795919849089463e-01,2.750907959407610237e-01,1.031966777625108245e+00,-8.832426084534661381e-01
1.642500000000000071e+01,2.650161630604935259e-01,6.039639544886395983e-01,1.003432082968163552e+00,6.116285144970347309e-02,-2.604912587714870997e-01,2.638994633156047653e-01,1.003061740131527602e+00,-8.818778820000882090e-01
1.642999999999999972e+01,2.477314740408010918e-01,5.977174206713128379e-01,9.731636208617170380e-01,7.057745246154442653e-02,-2.777759477911795338e-01,2.576529294982780049e-01,9.727932780250810874e-01,-8.724632809882472140e-01
1.643499999999999872e+01,2.352571872753791982e-01,5.909588989747676102e-01,9.417105786911591503e-01,7.743099695083953404e-02,-2.902502345566014275e-01,2.508944078017327772e-01,9.413402358545231996e-01,-8.656097364989521203e-01
1.644000000000000128e+01,2.209280622388002935e-01,5.803106614785501494e-01,9.105531851771473395e-01,8.131631471294141489e-02,-3.045793595931803321e-01,2.402461703055153164e-01,9.101828423405113888e-01,-8.617244187368502395e-01
1.644500000000000028e+01,2.102031095826714102e-01,5.724940110302971785e-01,8.807420084724111309e-01,8.310163634466967431e-02,-3.153043122493092154e-01,2.324295198572623455e-01,8.803716656357751802e-01,-8.599390971051219523e-01
1.644999999999999929e+01,1.981466158048242332e-01,5.645427849857513891e-01,8.523436927675654973e-01,8.940931645644749348e-02,-3.273608060271563924e-01,2.244782938127165561e-01,8.519733499309295466e-01,-8.536314169933442164e-01
1.645499999999999829e+01,1.851182147221575314e-01,5.545095861795782399e-01,8.217380561000481309e-01,9.784407314787267607e-02,-3.403892071098231220e-01,2.144450950065434069e-01,8.213677132634121802e-01,-8.451966603019189783e-01
1.646000000000000085e+01,1.728391320148585375e-01,5.445780346762588708e-01,7.867059360241144272e-01,1.083776616663747194e-01,-3.526682898171220604e-01,2.045135435032240379e-01,7.863355931874784766e-01,-8.346630717834169211e-01
1.646499999999999986e+01,1.614794679553381851e-01,5.321684376546879092e-01,7.564330817471777157e-01,1.136294731647996686e-01,-3.640279538766424405e-01,1.921039464816530762e-01,7.560627389105417651e-01,-8.294112602849920135e-01
1.646999999999999886e+01,1.564833305382352935e-01,5.223553354917902514e-01,7.238980945932210753e-01,1.173979872100839733e-01,-3.690240912937453599e-01,1.822908443187554184e-01,7.235277517565851246e-01,-8.256427462397076811e-01
1.647500000000000142e+01,1.468871916695703161e-01,5.043020261193441600e-01,6.893363864609522995e-01,1.237725881735877442e-01,-3.786202301624103095e-01,1.642375349463093270e-01,6.889660436243163488e-01,-8.192681452762039518e-01
1.648000000000000043e+01,1.311650108382779178e-01,4.939481605613082471e-01,6.578185365374311644e-01,1.367816946144331247e-01,-3.943424109937027078e-01,1.538836693882734141e-01,6.574481937007952137e-01,-8.062590388353585436e-01
1.648499999999999943e+01,1.305963912603939903e-01,4.804711443852128228e-01,6.279101343056905371e-01,1.392837169646360673e-01,-3.949110305715866076e-01,1.404066532121779898e-01,6.275397914690545864e-01,-8.037570164851556287e-01
1.648999999999999844e+01,1.233637038843854866e-01,4.680495306570589542e-01,5.935240105024021107e-01,1.482383742877315669e-01,-4.021437179475951251e-01,1.279850394840241212e-01,5.931536676657661600e-01,-7.948023591620601014e-01
1.649500000000000099e+01,1.200894725414687475e-01,4.571647054009799205e-01,5.600072946707346233e-01,1.586735624832951996e-01,-4.054179492905118920e-01,1.171002142279450875e-01,5.596369518340986726e-01,-7.843671709664964409e-01
1.650000000000000000e+01,1.213177236888596661e-01,4.415256020763518308e-01,5.309987128506864495e-01,1.679253891367730456e-01,-4.041896981431209457e-01,1.014611109033169978e-01,5.306283700140504989e-01,-7.751153443130186504e-01
1.650499999999999901e+01,1.141188789231798034e-01,4.234107991120430459e-01,4.976270032399125465e-01,1.820769946988594623e-01,-4.113885429088008361e-01,8.334630793900821288e-02,4.972566604032765958e-01,-7.609637387509322615e-01
1.651000000000000156e+01,1.141920224551562640e-01,4.165408106979070491e-01,4.663264944670561518e-01,1.923863264240955606e-01,-4.113153993768243755e-01,7.647631952487221607e-02,4.659561516304202011e-01,-7.506544070256960799e-01
1.651500000000000057e+01,1.225717292203537534e-01,3.995530647754585440e-01,4.368501016998073694e-01,2.024872054498086382e-01,-4.029356926116268722e-01,5.948857360242371106e-02,4.364797588631714187e-01,-7.405535279999830856e-01
1.651999999999999957e+01,1.196696072863400045e-01,3.826230186881085515e-01,4.080195016212888603e-01,2.129417151551475096e-01,-4.058378145456406072e-01,4.255852751507371856e-02,4.076491587846529097e-01,-7.300990182946441864e-01
1.652499999999999858e+01,1.247331447305327079e-01,3.659793286814995716e-01,3.765131222194589289e-01,2.260905002721821377e-01,-4.007742771014479177e-01,2.591483750846473866e-02,3.761427793828229782e-01,-7.169502331776095305e-01
1.653000000000000114e+01,1.337598525213324618e-01,3.492934697615204809e-01,3.535948922411251139e-01,2.419872659101919565e-01,-3.917475693106481360e-01,9.228978588485647894e-03,3.532245494044891632e-01,-7.010534675395997395e-01
1.653500000000000014e+01,1.384573208180282511e-01,3.330240012324512944e-01,3.238505654205456885e-01,2.521562162995881207e-01,-3.870501010139523745e-01,-7.040489940583538608e-03,3.234802225839097378e-01,-6.908845171502036031e-01
1.653999999999999915e+01,1.493347247378334630e-01,3.168209226416149327e-01,2.969757880770236280e-01,2.656997225543336616e-01,-3.761726970941471349e-01,-2.324356853141990031e-02,2.966054452403876773e-01,-6.773410108954580622e-01
1.654500000000000171e+01,1.613632088780710960e-01,3.044411772252257897e-01,2.746504093112516753e-01,2.786484864498769420e-01,-3.641442129539095296e-01,-3.562331394780904326e-02,2.742800664746157246e-01,-6.643922469999147262e-01
1.655000000000000071e+01,1.771551596393534933e-01,2.836447204974459901e-01,2.553497623443249376e-01,2.914861239216807731e-01,-3.483522621926271601e-01,-5.641977067558884285e-02,2.549794195076889869e-01,-6.515546095281108396e-01
1.655499999999999972e+01,1.864569009907014463e-01,2.718013216057904580e-01,2.286304329935340829e-01,3.088522157395213741e-01,-3.390505208412791793e-01,-6.826316956724437501e-02,2.282600901568981600e-01,-6.341885177102702942e-01
1.655999999999999872e+01,2.052763930261557734e-01,2.568623792863159450e-01,2.109765468726804705e-01,3.209366269825831286e-01,-3.202310288058248799e-01,-8.320211188671888802e-02,2.106062040360445475e-01,-6.221041064672085952e-01
1.656500000000000128e+01,2.258593063978706350e-01,2.380307552989543440e-01,1.926461186349445465e-01,3.340823445773646871e-01,-2.996481154341099629e-01,-1.020337358740804889e-01,1.922757757983086235e-01,-6.089583888724270366e-01
1.657000000000000028e+01,2.490300137843209083e-01,2.246153811200135020e-01,1.738087677627643823e-01,3.463793636408878385e-01,-2.764774080476597451e-01,-1.154491100530213310e-01,1.734384249261284594e-01,-5.966613698089038298e-01
1.657499999999999929e+01,2.689327231493436332e-01,2.077645984565263115e-01,1.600959115169445501e-01,3.618971889046030399e-01,-2.565746986826369924e-01,-1.322998927165085215e-01,1.597255686803086272e-01,-5.811435445451886839e-01
